feature_source,feature_num_vertices,feature_num_edges,feature_largest_dist,feature_average_dist,feature_mean_degree,feature_std_deviation_degree,feature_clustering_coef,feature_energy,feature_std_devi_eig_adj,feature_small_eig_adj,feature_sec_small_eig_adj,feature_large_eig_adj,feature_sec_large_eig_adj,feature_gap_eig_adj,feature_connectivity,feature_small_nonzero_eig_lap,feature_sec_small_nonzero_eig_lap,feature_large_eig_lap,feature_sec_large_eig_lap,feature_gap_eig_lap
DSJR500.1.col,500,3555,17.0,6.91436,14.22,4.39722639853806,0.0005017263442547746,2.420050555718208,3.770941526992967,-5.078794072166917,-4.980156775969678,18.36223284437501,17.541794265755637,0.820438578619374,0.11340518478635817,0.11340518478635817,0.1550808958502492,26.63090260700712,26.49073006056739,26.51749742222076
queen11_11.col,121,3960,2.0,1.9834710743801653,65.45454545454545,5.1425947722658,0.026737967914438502,4.632236924285814,5.720775535473554,-4.000000000000007,-4.000000000000006,32.989347204053516,11.926259822902775,21.06308738115074,50.11528459010325,32.4857025782247,50.11528459010325,82.02021555510603,79.30389245524245,49.53451297688133
DSJC250.5.col,250,15668,2.0,1.992,125.344,7.787275775263131,0.12744383987563157,7.1728845911386365,11.195713465429522,-16.08609198325553,-15.820252000735067,125.82194029554722,14.562405699289533,111.2595345962577,98.78125657424894,98.78125657424894,104.35360357580717,151.73635663238557,149.53328775897603,52.95510005813662
games120.col,120,1276,6.0,2.8604166666666666,21.266666666666666,2.3935097428021654,0.0032011109528557184,2.4077187664300888,3.260879227038826,-4.886918544367129,-4.544243803659555,11.002719740305855,9.291738620715774,1.7109811195900804,10.569228223185652,9.293560542701272,10.569228223185652,28.889231427427468,28.45838503517722,19.595670884726196
zeroin.i.2.col,211,3541,3.0,1.983321863741246,33.56398104265403,36.328274618510775,0.023472511524394786,1.7151497732930672,5.793442935134007,-36.50966489439508,-13.94462313536914,62.617168424566586,26.97511800884665,35.642050415719936,0.0,10.841637141020481,16.99999999999998,143.4172699733091,141.00000000000048,132.57563283228862
3-FullIns_4.col,405,3524,4.0,2.777174211248285,17.40246913580247,10.846333798400792,3.475947263874444e-05,2.5987459549532277,4.171626677424828,-21.489442048910583,-18.418595096951304,23.09443372305129,17.78485809227686,5.309575630774429,2.9824298883431375,2.9824298883431375,3.1105379923920307,86.93756177322514,86.46741271865758,83.95513188488201
queen8_8.col,64,1456,2.0,1.96875,45.5,3.7080992435478315,0.05165130568356375,3.836639403555127,4.769696007084731,-4.000000000000005,-4.000000000000003,22.93602213622119,7.596872438628652,15.33914969759254,35.580708284826834,22.581188584628094,35.580708284826834,56.541798296626766,56.26911050841531,33.96060971199867
DSJC500.1.col,500,12458,3.0,2.002824,49.832,6.663915965856712,0.000993891397252336,5.759775252453259,7.059178422451161,-13.349210524418687,-13.242844653243408,50.727421132525585,13.302266864690276,37.42515426783531,31.435651641836493,31.435651641836493,32.033880140772084,72.70995191213667,71.9399207860003,41.27430027030018
myciel7g.col,191,2360,3.0,2.118911214056632,24.712041884816752,16.602712562021118,0.0,2.7705857668813922,4.971120787590744,-19.37484695919908,-18.02120065291333,31.18862551060514,8.298441343331461,22.890184167273677,6.809063765698035,6.809063765698035,6.945310078700096,96.69094048531608,95.15080301312122,89.88187671961805
3-Insertions_4.col,281,1046,5.0,3.8431377515482326,7.444839857651245,3.6605986217732327,0.0,1.961720042036759,2.728523384112964,-8.913985505502438,-7.898331899870216,8.992956655740976,7.583593445619857,1.4093632101211186,1.0078604287856354,1.0078604287856354,1.1557733960636352,57.08162452156768,24.291310816757356,56.07376409278205
flat300_20_0.col,300,21375,2.0,1.9933333333333334,142.5,6.312685640834652,0.1078992615205046,7.819458356916645,11.937336386313323,-17.09031881089606,-16.52299787731852,142.78095946136915,16.62552805930357,126.15543140206557,121.20104709563869,121.20104709563869,121.57313060459617,165.58409502805057,165.1837959655354,44.383047932411884
r125.5.col,125,3838,3.0,2.023424,61.408,17.673073756423925,0.18932808811959087,3.2496654876686413,7.836325669597972,-10.746958351170218,-8.957654825543964,66.95968413712224,35.10602080100496,31.85366333611728,16.607501004453866,16.607501004453866,23.019606559084306,100.15220283099212,99.16370796340762,83.54470182653826
DSJC125.1g.col,125,736,4.0,2.303744,11.776,3.283568790203732,0.0008749016522423289,2.8292967978483197,3.431617694324355,-6.40636916116808,-6.225525582423813,12.76948801813646,6.455543824530703,6.313944193605757,4.126608417004665,4.126608417004665,4.334443024565103,25.04435016285918,22.031716696363837,20.917741745854514
DSJC125.1.col,125,736,4.0,2.303744,11.776,3.283568790203732,0.0008749016522423289,2.8292967978483197,3.431617694324355,-6.40636916116808,-6.225525582423813,12.76948801813646,6.455543824530703,6.313944193605757,4.126608417004665,4.126608417004665,4.334443024565103,25.04435016285918,22.031716696363837,20.917741745854514
r125.1c.col,125,7501,2.0,1.984,120.016,2.301248356870679,0.9063162863886703,2.3966133250016113,10.955181422505067,-8.517539213301799,-7.3249399986081905,120.05812695287557,2.0843672475514183,117.97375970532416,112.45938216336454,112.45938216336454,113.39318899072741,125.00000000000097,125.00000000000038,12.540617836636429
4-FullIns_5.col,4146,77305,4.0,2.914239170424233,37.291365171249396,36.17572494731588,2.748284115299978e-07,3.3356477606501076,6.106665634472692,-58.259301675863135,-49.9646116670277,60.730384668479616,50.82341310336572,9.906971565113892,3.5858124319511093,3.5858124319511093,4.775223065982968,697.7561867375093,697.1096114273615,694.1703743055582
DSJR500.5.col,500,58862,3.0,2.02652,235.448,64.63565034870462,0.17058855059516623,4.444007698154613,15.344314908134562,-35.51808459671484,-30.040667920752373,255.28135552050577,135.3394036522584,119.94195186824737,69.2605990572187,69.2605990572187,76.38593797884397,389.19012137305435,387.41954381553404,319.92952231583564
1-Insertions_6.col,607,6337,3.0,2.646488387809439,20.87973640856672,14.644509165381226,0.0,2.6817081971290353,4.56943502071829,-22.07087294852603,-21.23151703981764,26.776669265717278,15.74713284781261,11.029536417904668,4.761459187659039,4.761459187659039,5.5826426021261515,203.07293061113486,135.6940369487862,198.31147142347584
le450_5c.col,450,9803,3.0,2.025343209876543,43.568888888888885,6.353365590062298,0.0011980326651818856,5.086341104725734,6.600673366323239,-22.75951879867012,-18.416449859925255,44.53390482915199,17.636512552961157,26.897392276190836,23.93886925658026,23.93886925658026,23.983231992856464,72.44686904080983,68.17712290046178,48.50799978422957
R100_5gb.col,100,2456,2.0,1.98,49.12,4.389259618660076,0.12130488559059988,4.659232193063325,7.008566187174097,-9.844755004361362,-9.582519365474733,49.516772064131644,8.986339444365667,40.530432619765975,36.30443827786743,36.30443827786743,36.86947827194071,63.70155471354668,61.78737136501732,27.397116435679244
queen6_6.col,36,580,2.0,1.9444444444444444,32.22222222222222,2.739739556875101,0.09411764705882353,3.0506285684256786,4.013864859597431,-4.000000000000003,-4.000000000000002,16.244957025276552,4.714985602196825,11.529971423079726,25.92604967518341,15.992673374309135,25.92604967518341,40.405348521832686,40.06852861388688,24.41267514752355
2-Insertions_5.col,597,3936,4.0,3.277767957599275,13.185929648241206,8.498927098416386,0.0,2.342249568577567,3.6312435401995886,-15.689976391221734,-14.657990041266936,16.532451492962238,13.037639305564017,3.494812187398221,2.2656719945440082,2.2656719945440082,2.5352338150180875,150.05543054915262,75.93464149437436,147.7897585546086
le450_15a.col,450,8168,4.0,2.1726814814814817,36.30222222222222,16.815924845070573,0.002220874429950154,4.3138632164106605,6.025132548104012,-9.147378703370894,-8.360228063964588,44.78877585743298,21.101588106457335,23.687187750975646,1.331505768152293,1.331505768152293,1.956246242275753,100.52876755306598,99.47931613613034,99.19726178491368
DSJC125.5g.col,125,3891,2.0,1.984,62.256,5.282278296341456,0.1267002360346184,5.2024443737815425,7.89024714441823,-11.167313767636482,-10.517997159000764,62.70380668631552,10.480758476984898,52.22304820933062,47.614004925907224,47.614004925907224,48.49530226297993,78.64522966458068,77.83394445436048,31.03122473867346
myciel6.col,95,755,3.0,2.146260387811634,15.894736842105264,8.843045062837772,0.0,2.451006476237116,3.9868203925064494,-11.87925329672724,-11.11680550324604,18.77726304508595,5.064938865306407,13.712324179779543,5.681296880354003,5.681296880354003,5.871213825103178,48.73245353531925,47.29498084479561,43.05115665496525
3-Insertions_3.col,56,110,5.0,3.6128826530612246,3.9285714285714284,1.0326308782000686,0.0,1.5997530630638848,1.9820624179302304,-4.117278733944408,-3.6825070656623664,4.18380118981433,3.5401368175858763,0.6436643722284541,0.6197676705610354,0.6197676705610354,0.6197676705610402,12.258337994610098,7.66140756070036,11.638570324049063
4-Insertions_4.col,475,1795,6.0,4.504226038781163,7.557894736842106,4.015013376063933,0.0,1.972318786197711,2.749162551913239,-10.045852493537092,-8.397348482711953,10.053120085248127,8.272174851627353,1.7809452336207734,0.7550255809685933,0.7550255809685933,0.8791836721335887,80.05551877884261,28.256142428186074,79.30049319787402
le450_25b.col,450,8263,5.0,2.237027160493827,36.724444444444444,21.098806238537716,0.003433423480750875,3.7104334885426224,6.060069673233524,-7.83645869006172,-7.722270074888067,50.38935684742432,27.541309473405214,22.848047374019103,1.7854380828822944,1.7854380828822944,1.904072171434388,112.42697115924427,103.53063461493898,110.64153307636198
queen10_10gb.col,100,2940,2.0,1.98,58.8,4.66476151587624,0.03252937538651824,4.406127996887628,5.4221766846903865,-4.000000000000005,-4.000000000000005,29.636798078296817,10.482597288279784,19.154200790017033,45.26568385516021,29.18246710744951,45.26568385516021,72.62662720230821,72.38837744058672,43.4441600948587
R100_1gb.col,100,509,4.0,2.3266,10.18,3.269189502001987,0.0010946196660482374,2.6164309304346527,3.190611226708766,-6.262709672867855,-5.554510526912864,11.254585478518194,6.05049643854607,5.204089039972124,2.481079752381936,2.481079752381936,2.5741839465773033,22.170927399357627,20.55643666971057,19.68984764697569
wap01a.col,2368,110871,4.0,2.4517493237536523,93.64104729729729,48.19803115285184,0.0007836099255373897,4.182636202338528,9.676830436527132,-18.246267446122683,-17.018430655704197,126.4952652919277,96.25382374463312,30.24144154729457,6.558197490741943,6.558197490741943,6.850523426790788,289.4615914581278,268.5412038678755,282.9033939673859
1-FullIns_3.col,30,100,3.0,2.34,6.666666666666667,2.054804667656325,0.00541871921182266,1.8507766101131287,2.581988897471615,-6.2796820363286825,-4.936411197922083,7.300324470089086,4.403158670051522,2.8971658000375635,2.2320319482342397,2.2320319482342397,2.665916440657185,14.880948752984377,12.27676874491799,12.648916804750137
R50_5gb.col,50,612,2.0,1.96,24.48,3.4539253031876647,0.1238265306122449,3.4150082741597942,4.947726750741199,-7.039773348708892,-6.450930355964651,24.966339373564196,5.467733792641945,19.498605580922252,16.457430343020842,16.457430343020842,16.76391039438001,37.57786191392176,35.1283298130584,21.120431570900916
4-Insertions_3.col,79,156,6.0,4.211825028040378,3.949367088607595,1.0896374286915111,0.0,1.6011060067914324,1.9873014589154823,-4.325205283550655,-3.7709120513064245,4.340724018287072,3.7420579162595247,0.5986661020275474,0.46142310816226795,0.46142310816226795,0.4614231081622694,14.204168452586057,7.758214665048599,13.742745344423788
R50_5g.col,50,612,2.0,1.96,24.48,3.4539253031876647,0.1238265306122449,3.4150082741597942,4.947726750741199,-7.039773348708892,-6.450930355964651,24.966339373564196,5.467733792641945,19.498605580922252,16.457430343020842,16.457430343020842,16.76391039438001,37.57786191392176,35.1283298130584,21.120431570900916
1-FullIns_5.col,282,3247,3.0,2.456994114984156,23.02836879432624,13.20054977493152,0.00015413903882140423,2.7017256452230263,4.798788263127088,-23.191578200411225,-22.19765308949707,28.42196646423341,15.541118874118064,12.880847590115346,6.171808922273424,6.171808922273424,7.1742379369035945,98.18623435972664,95.99999999999979,92.01442543745321
queen12_12g.col,144,5192,2.0,1.9861111111111112,72.11111111111111,5.616334202711161,0.022333300502314586,4.838966285057787,6.004627844883943,-4.000000000000006,-4.000000000000005,36.34246355049076,13.370281079224835,22.972182471265928,54.96855457671256,35.79019212117924,54.96855457671256,88.68662003322035,88.4702780385068,52.89642791204111
DSJR500.1c.col,500,121275,2.0,1.996,485.1,4.247116668988503,0.9183433372769636,3.1660301364180468,22.024985811573217,-20.153090970526424,-18.367548027556737,485.13641934847516,4.055050157538571,481.0813691909366,471.9410566736257,471.9410566736257,472.7971739728401,499.89130947694616,499.8508041531913,27.95025280332044
wap08a.col,1870,104176,4.0,2.2139489261917698,111.41818181818182,56.03999231745312,0.0015388109910811805,5.059645410526044,10.555481126797716,-21.10954688324729,-19.585859498767494,144.07831763948013,94.05276589138515,50.02555174809498,11.968506576042827,11.968506576042827,12.753960694028738,309.7224645211025,306.48965828509074,297.75395794505965
2-FullIns_4.col,212,1621,4.0,2.5932271270914917,15.29245283018868,8.191075425433066,0.00013796451246151685,2.4661741812772875,3.9105565882862154,-17.01356640449349,-14.836018102118306,18.9329196303962,13.035819307295702,5.8971003231004975,3.5083982567652123,3.5083982567652123,4.063823673186637,58.121677731932316,57.6070714432199,54.613279475167104
flat1000_76_0.col,1000,246708,2.0,1.998,493.416,12.268860745806842,0.12048203313533974,13.893816403735917,22.21296918469028,-31.37365106930587,-31.244492276798685,493.72164293555596,31.274310929226512,462.4473320063295,447.53451862169663,447.53451862169663,449.3796276569925,540.2328785348924,539.2219525133584,92.69835991319576
